"track","total_views","total_likes"
"Mama","797502794","4270559"
"Snowman","215540369","4266217"
"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)","1007596168","4265538"
"Poesia Acústica #2: Sobre Nós","639982634","4262673"
"Vente Pa' Ca (feat. Maluma)","1832635634","4262556"
"Beautiful","542388915","4257587"
"Krippy Kush","786280868","4253772"
"Goodbyes (feat. Young Thug)","304776254","4245512"
"Africa","837316595","4244166"
"Love Never Felt So Good","686658067","4243009"
"Centuries","425171944","4242889"
"Chlorine","500626643","4240611"
"Beautiful (feat. Camila Cabello)","398934024","4228097"
"Aankhein Khuli","863975050","4218991"
"Lonely (with benny blanco)","161000882","4215843"
"MIDDLE CHILD","339320501","4215100"
"You're Beautiful","670508326","4211194"
"We Don't Talk About Bruno","518185086","4207778"
"HOLIDAY","230932692","4204478"
"DALLA DALLA","312556551","4200238"
"Adiós Amor","1299486915","4194854"
"Bad Habits","476163563","4193306"
"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)","985031890","4191041"
"Dil Diyan Gallan","846871331","4179186"
"Uncover","374703570","4178845"
"boyfriend (with Social House)","228625585","4175248"
"Blue Eyes","555130130","4166649"
"I Was Made For Lovin' You - Single Mix","500079650","4164366"
"I Was Made For Lovin' You","500079650","4164364"
"Aankh Marey (From ""Simmba"")","916982634","4160870"
"Party In The U.S.A.","904315365","4160811"
"The Search","211980103","4160144"
"The Search - Edit","211980103","4160144"
"Wannabe","600858051","4150235"
"Escápate Conmigo (feat. Ozuna)","1497814403","4133938"
"Like a Stone","1046239091","4132563"
"Say It Right","829528189","4130401"
"All I Want","327363355","4121369"
"Need to Know","265043327","4114734"
"Price Tag","825677974","4108800"
"Last Christmas","775896657","4102375"
"Last Christmas - Single Version","775896657","4102375"
"DUELE EL CORAZON (feat. Wisin)","1089805731","4094819"
"Bad Boy","377692019","4089347"
"Not Shy","200614176","4089150"
"It Ain’t Me (with Selena Gomez)","461669141","4086630"
"POPSTAR (feat. Drake)","291378174","4069377"
"A Whole New World (End Title) - From ""Aladdin""","272484526","4069083"
"Sorry Not Sorry","507979111","4059746"
"I Know What You Did Last Summer","402706556","4059318"
"idontwannabeyouanymore","311247259","4046457"
"CANGURO","211460066","4046109"
"Holy (feat. Chance The Rapper)","213519061","4044232"
"Black Widow","653433265","4036273"
"Arson","42659733","4034925"
"Better","860718114","4030063"
"MANIAC","158905056","4023356"
"Five Nights at Freddy's","281065138","4022929"
"Roundtable Rival","366513522","4013901"
"Personal","326427602","4007095"
"Or Nah (feat. The Weeknd, Wiz Khalifa & DJ Mustard) - Remix","679620862","3991470"
"Kick It","169320812","3985660"
"The Breakup Song (From ""Ae Dil Hai Mushkil"")","775062368","3984493"
"DON'T YOU WORRY","434077610","3982229"
"Girlfriend","655392019","3979275"
"AM Remix","627806764","3976209"
"No Hay Nadie Más","941762766","3974759"
"Kal Ho Naa Ho","522445821","3972426"
"Levels","235876155","3967716"
"Mercy.1","525766128","3967172"
"Desesperados","748351449","3966870"
"Laugh Now Cry Later (feat. Lil Durk)","423411891","3965361"
"Toxicity","736827328","3961603"
"Kusu Kusu (From ""Satyameva Jayate 2"")","459404408","3954524"
"She Knows (feat. Amber Coffman & Cults)","390471844","3951913"
"Ready or Not","636201244","3951011"
"Lover","311130979","3937134"
"Ik Mulaqaat","644146095","3937040"
"Jalebi Baby (Tesher x Jason Derulo)","284339012","3936763"
"Tu Sin Mi","865653197","3935224"
"LOCO","218880083","3934465"
"Starving","609669640","3933360"
"Young And Beautiful","525904821","3932303"
"Complicated","565700539","3927462"
"Rather Be (feat. Jess Glynne)","707730122","3924598"
"Hot Sauce","170929952","3923028"
"Maan Meri Jaan","202993655","3922989"
"Meri Zindagi Hai Tu (From ""Satyameva Jayate 2"")","419381636","3914688"
"I Mean It (feat. Remo)","668948670","3903505"
"Amor A Primera Vista","1443405703","3900452"
"Lo Aprendí de Ti - HA-ASH Primera Fila - Hecho Realidad [En Vivo]","1381085516","3899857"
"Lembranc?as","499225113","3887444"
"All I Want for Christmas Is You","753241288","3874358"
"Lo Siento BB:/ (with Bad Bunny & Julieta Venegas)","408529839","3873409"
"Malibu","512404807","3864034"
"PROVENZA","623769781","3859104"
"Nota de Amor (feat. Daddy Yankee)","1396518262","3857999"
"Prayer in C - Robin Schulz Radio Edit","730842542","3846379"
"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)","412485777","3846252"
"Ranjha (From ""Shershaah"")","298727282","3841423"
"Praise The Lord (Da Shine) (feat. Skepta)","477211057","3827621"
"Mann Bharryaa 2.0 (From ""Shershaah"")","220055957","3823229"
"Calm Down","421131016","3819629"
"Don't Matter","523253468","3818195"
"I Want To Break Free - Remastered 2011","536167203","3815417"
"When You're Gone","697759264","3802962"
"Nothing Breaks Like a Heart - Acoustic Version","322682773","3798727"
"Treasure","675771536","3796671"
"Candy","628386739","3795037"
"Try","664461830","3793235"
"Alors on danse - Radio Edit","370836377","3787327"
"Copines","487021035","3786567"
"The Middle","466742615","3786019"
"Jealous","399691127","3781952"
"Up","251264448","3775713"
"La Llevo Al Cielo (Ft. Ñengo Flow)","564968331","3772818"
"My Way","685899675","3770893"
"Garmi (From ""Street Dancer 3D"") (feat. Varun Dhawan)","713614710","3764928"
"Pacify Her","227316684","3762674"
"CALL ME BABY","319363011","3752752"
"Déjala Que Vuelva (feat. Manuel Turizo)","1809603970","3744149"
"A Sky Full of Stars","786404613","3741300"
"Imprevisível","521338200","3735662"
"La Gozadera (feat. Marc Anthony)","1482721793","3734972"
"Sugar (feat. Francesco Yates)","747559429","3734778"
"Wild Flower (with youjeen)","46284905","3731000"
"Blurred Lines","833789810","3729983"
"Drunk-Dazed","99088923","3725153"
"LA NOCHE DE ANOCHE","578285886","3720899"
"Unity","265025288","3714020"
"Another One Bites The Dust - Remastered 2011","568678121","3713557"
"Takeaway","308448072","3709574"
"Adore You","355570532","3708270"
"Love Me","534149307","3699358"
"Deva Deva","336877169","3692530"
"Woman","259595046","3683575"
"I'm a Mess","412514580","3681859"
"FEVER","92195106","3679240"
"For The Night (feat. Lil Baby & DaBaby)","430590449","3674140"
"I Gotta Feeling","638267058","3670416"
"Bam Bam (feat. Ed Sheeran)","281988490","3668138"
"LO$ER=LO?ER","81418328","3658320"
"Grandes Ligas","335519550","3654335"
"Here Without You","758398411","3653866"
"Here Without You - Acoustic","758398411","3653866"
"Forever","752381398","3638436"
"Oo Bolega Ya Oo Oo Bolega (From ""Pushpa The Rise Part - 01"")","358451586","3635600"
"3:59 AM","190245343","3630793"
"Go Crazy","322112592","3626222"
"Poesia Acústica 12 - Pra Sempre","240559051","3625488"
"Bad Things (with Camila Cabello)","449712619","3621125"
"L-Gante: Bzrp Music Sessions, Vol.38","309972301","3616805"
"Have You Ever Seen The Rain","606734814","3615862"
"Cherry Bomb","272916095","3604918"
"Psychosocial","472423591","3598519"
"Ram Pam Pam","637329131","3592697"
"0X1=LOVESONG (I Know I Love You) feat. Seori","87324773","3592200"
"Team","439414951","3590014"
"Walk It Talk It","402051856","3589336"
"Me Niego (feat. Ozuna & Wisin)","1049946111","3585687"
"Sereia","333550507","3585181"
"It's Been So Long","247139618","3579796"
"Cómo Le Digo","378341985","3579682"
"Firestone","851899312","3578364"
"Si Tu Novio Te Deja Sola","993985563","3578049"
"Cabrón y Vago - En Vivo","730338661","3573669"
"El Tóxico","919265085","3572808"
"Freio da Blazer","405138740","3572021"
"Deutschland","294820856","3566943"
"Prisoner (feat. Dua Lipa)","203086222","3563165"
"DJ No Pare (feat. Zion, Dalex, Lenny Tavárez) - Remix","849957748","3557857"
"Miss You","228820180","3555877"
"Streets","224558251","3548572"
"Given-Taken","70269375","3544331"
"Cool for the Summer","441755511","3543886"
"Don't Wanna Cry","243844307","3537005"
"Be Kind (with Halsey)","203304081","3533256"
"King's Dead (with Kendrick Lamar, Future & James Blake)","282680295","3527274"
"Clout (feat. Cardi B)","467393771","3524423"
"Lost in the Fire (feat. The Weeknd)","373047522","3514726"
"Let You Down","246644751","3514391"
"Yo x Ti, Tu x Mi","483769875","3512804"
"BBIBBI","253489842","3512198"
"Only","576707402","3506119"
"No Guidance (feat. Drake)","445294846","3501617"
"We Own It (Fast & Furious)","493721527","3500419"
"Una Locura","801889242","3500205"
"No Limit","595521172","3500063"
"Don't Cha","819797816","3499054"
"Airplanes (feat. Hayley Williams of Paramore)","643849086","3487759"
"Can't Help Falling in Love","363854960","3486602"
"Saturno","347935010","3481782"
"No Idea","284033349","3473758"
"Shout Out to My Ex","466132720","3470869"
"Five Little Ducks","1447812934","3463666"
"Woman Like Me (feat. Nicki Minaj)","345283215","3454773"
"Before You Go","309582465","3453886"
"Bipolar","382733301","3451844"
"Ghost","334383234","3451725"
"Nicki Nicole: Bzrp Music Sessions, Vol. 13","199092917","3449939"
"Don't Speak","966150550","3446135"
"Trueno: Bzrp Freestyle Sessions, Vol. 6","235764098","3440310"
"I Have Nothing","698467783","3439891"
"Somewhere Only We Know","473059971","3437306"
"Rasputin - Single Version","418957377","3435429"
"Love Dose","442480980","3433090"
"Unconditionally","652271151","3433059"
"Me Acostumbre (feat. Bad Bunny)","765035383","3431361"
"Borro Cassette","1109417919","3426730"
"Hola Señorita","541052860","3426354"
"Heartbreak Anniversary","197141763","3420218"
"Ain't My Fault","390105190","3417923"
"Into the Unknown","517662359","3417238"
"Falling","149779459","3414749"
"Envolver","467274169","3405764"
"Eres Mía","1121560149","3402544"
"Riptide","507419059","3399986"
"BOOM","168952827","3396441"
"Insane","279528724","3393937"
"In My Blood","347731363","3392977"
"Save Your Tears (Remix) (with Ariana Grande) - Bonus Track","253187553","3384673"
"Big Poppa - 2005 Remaster","401940354","3381467"
"When We Were Young","652035959","3380740"
"One Last Time","355997948","3375236"
"What I've Done","587927093","3370635"
"Fight Back","222261162","3369809"
"Ishare Tere (From ""Ishare Tere"")","604130746","3366704"
"If Only","456281767","3366327"
"Always","906667845","3364863"
"Kings & Queens","310399699","3354906"
"Thumbs","230766112","3354805"
"Pa Mí - Remix","632443724","3354623"
"California Gurls","674401032","3347202"
"Tera Zikr","270275420","3336462"
"P.I.M.P.","572659065","3334710"
"Ride Out","559025742","3333113"
"Mistletoe","474786201","3332011"
"Mine","202294398","3322922"
"Salimo de Noche","307863922","3299864"
"All The Things She Said","361871367","3296480"
"GUMMO","427275655","3294664"
"I Don't Fuck With You","382303374","3293569"
"With You","661231065","3291058"
"LOSER","557253647","3290702"
"The Boys","492852969","3285762"
"Come As You Are","477357329","3284889"
"Fly Away","301316175","3277760"
"Blame (feat. John Newman)","816927098","3264445"
"Nashe Si Chadh Gayi","663534345","3259527"
"Just A Dream","674682680","3259320"
"Dancing Queen","679721429","3253260"
"Celebrity","148236822","3252201"
"Look At Me!","97280777","3251960"
"Location","544666810","3251468"
"Skyfall","521616925","3247366"
"Dear Future Husband","621943386","3241212"
"Secret Love Song (feat. Jason Derulo)","449703232","3240471"
"Silence","303318005","3239850"
"Nunca Me Amo","562844998","3237408"
"Destino o casualidad","1011369213","3236538"
"Dear Mama","381061439","3225481"
"F.N","289856215","3222063"
"Crazy In Love (feat. Jay-Z)","669084413","3218858"
"Perfect Symphony (Ed Sheeran & Andrea Bocelli)","454581312","3215310"
"Tourner Dans Le Vide","305862899","3212943"
"Kream (feat. Tyga)","328238038","3208107"
"Amanece","719981580","3206125"
"Tennessee Whiskey","671203125","3204752"
"Mangalyam","457909278","3192714"
"Black and Yellow (feat. Juicy J, Snoop Dogg & T-Pain) - G-Mix [G-Mix]","603013316","3192354"
"Volví","406596572","3188530"
"Confident","344877585","3184921"
"Tukoh Taka - Official FIFA Fan Festival™ Anthem","230616678","3184277"
"Ya No Tiene Novio","936981422","3180229"
"Vivir Mi Vida","1140008796","3177897"
"Midnight City","394041714","3168122"
"MODO TURBO","210949823","3158628"
"Sinônimos","531071679","3156522"
"Let Me","203688471","3156327"
"Gimme! Gimme! Gimme! (A Man After Midnight)","361288115","3156029"
"ESSÊNCIA DE CRIA","298488904","3155947"
"Still Life","78920159","3142560"
"Otherside","673528656","3140356"
"Roses - Imanbek Remix","253169862","3139827"
"Level Up","340131858","3138505"
"Dheere Dheere","559255370","3132505"
"Runaway (U & I)","404669355","3132375"
"11:00 PM","870721913","3131642"
"Lollipop","594254625","3125302"
"Por Eso Vine","298429614","3124924"
"Un-Break My Heart","704688002","3122758"
"Moscow Mule","362026444","3117901"
"No One","692467188","3115238"
"Your Love","541857220","3113453"
"Instant Crush (feat. Julian Casablancas)","606828966","3111505"
"I Don't Want To Miss A Thing - From ""Armageddon"" Soundtrack","541140942","3105744"
"you broke me first","180699436","3101083"
"What They Want","375882869","3100649"
"Oh my god","191587399","3099974"
"The Break Up Mashup","251671290","3094214"
"Down Below","360558834","3093772"
"Angel","537582595","3090394"
"Night Falls","415547653","3090284"
"Buttons","719971759","3087054"
"Remember the Time","504057332","3085718"
"Run BTS","66052312","3085054"
"No Brainer","341517341","3084286"
"10,000 Hours (with Justin Bieber)","253268221","3079414"
"SCIENTIST","138040342","3077113"
"Lose Control","228266373","3076940"
"O Re Piya","352983408","3073352"
"Vida Louca","201920280","3069851"
"Santa Tell Me","273587108","3068395"
"I Don't Want to Talk About It - 2008 Remaster","737179806","3064515"
"I Write Sins Not Tragedies","377032971","3061311"
"Qué Más Pues?","591676842","3054574"
"Needed Me","311367309","3054195"
"Heather","131534843","3051558"
"Paint It, Black","434986145","3050582"
"Skate","208046041","3041058"
"Shayad","279235132","3040018"
"Impossible","323397403","3036148"
"Good Life (with G-Eazy & Kehlani)","387186457","3035270"
"Fast Car","674967367","3030132"
"El Efecto","632881664","3026992"
"Relación - Remix","384895044","3024394"
"TOMBOY","204797335","3023589"
"Peek-A-Boo","233804295","3021690"
"Fiel","467153339","3021675"
"Índigo","171403894","3018400"
"Patience","767366922","3017423"
"Growl","288468380","3017243"
"Only Girl (In The World)","885996970","3015922"
"Casei Com a Putaria","441799469","3012644"
"Juicy","306342231","3000646"
"Ladki Badi Anjani Hai","884498732","2997589"
"La Curiosidad (feat. Myke Towers) - Mixed","782644735","2988511"
"Run the World (Girls)","554929045","2987341"
"Take","107256663","2987150"
"TwiSted","107256663","2987150"
"My Thoughts","107256663","2987150"
"What More","107256663","2987150"
"Digress","107256663","2987150"
"Dancin (feat. Luvli) - BOXINBOX Remix","107256536","2987145"
"Dancin - Krono Remix","107256536","2987145"
"Dancin (feat. Luvli) - Krono Remix","107256536","2987145"
"Don't You Know - Live Bass Mix","107256536","2987145"
"Dancin (feat. Luvli) - Original Mix","107256536","2987145"
"Además de Mí - Remix","367440408","2980652"
"Lotto","182910497","2979870"
"Tiago PZK: Bzrp Music Sessions, Vol. 48","175403309","2976829"
"Beautiful Mistakes (feat. Megan Thee Stallion)","293611666","2973832"
"Scars To Your Beautiful","130860083","2972328"
"Beauty and the Beast","294402677","2966399"
"RISE","331372270","2965042"
"Welcome To The Jungle","539233715","2963285"
"Fix You","566239229","2962029"
"International Love (feat. Chris Brown)","866480662","2961540"
"La Isla Bonita","685767514","2960387"
"I Need A Doctor","482937774","2958284"
"Talk that Talk","132108378","2951205"
"Velitas","560785670","2947366"
"River Flows in You","172144820","2944721"
"Flexin'","180831878","2941187"
"I Need Your Love (feat. Ellie Goulding)","827725362","2933197"
"Dancing On My Own","492967983","2932079"
"Lemon","791088668","2929975"
"Cavalo de Tróia","387593629","2929584"
"Crystallize","265907978","2929005"
"Need You Now","551541278","2928099"
"Abhi Mujh Mein Kahin","237655525","2925767"
"Hawa Banke","210453194","2923698"
"She Looks So Perfect","313128656","2922724"
"Yo Te Esperaré","500970683","2921183"
"Shell Shocked (feat. Kill the Noise & Madsonik) - From ""Teenage Mutant Ninja Turtles""","384255720","2920748"
"21 Guns","470464081","2920109"
"Good Boy Gone Bad","65208351","2916716"
"Amor e Fé - Acústico","440988852","2915980"
