"artist","track","views","rnk"
"Talking Heads","Psycho Killer - 2005 Remaster","116786814","1"
"Talking Heads","Once in a Lifetime","59030969","2"
"Talking Heads","Once in a Lifetime - 2005 Remaster","59030969","2"
"Talking Heads","Burning Down the House","15986155","3"
"Tame Impala","Feels Like We Only Go Backwards","140663976","1"
"Tame Impala","The Less I Know The Better","124534946","2"
"Tame Impala","Let It Happen","97212057","3"
"Tammi Terrell","Ain't No Mountain High Enough","22287835","1"
"Tammi Terrell","You're All I Need To Get By","4765528","2"
"Tammi Terrell","Your Precious Love","3825479","3"
"Tanishk Bagchi","Vaaste","1484846091","1"
"Tanishk Bagchi","Raataan Lambiyan (From ""Shershaah"")","775927816","2"
"Tanishk Bagchi","Kusu Kusu (From ""Satyameva Jayate 2"")","459404408","3"
"Tarkan","Dudu","201665113","1"
"Tarkan","Kuzu Kuzu","104850022","2"
"Tarkan","Öp","75426731","3"
"Tate McRae","you broke me first","180699436","1"
"Tate McRae","she's all i wanna be","42823327","2"
"Tate McRae","One Day","39523958","3"
"Tayc","N'y pense plus","129168483","1"
"Tayc","Le temps","127624216","2"
"Tayc","D O D O","54498969","3"
"Taylor Swift","Blank Space","3096802224","1"
"Taylor Swift","Lover","212206142","2"
"Taylor Swift","cardigan","116554651","3"
"Tazzy","fairytale (slowed - house remix)","22303215","1"
"Tazzy","mockingbird - sped up + reverb","2883703","2"
"Tazzy","chicago - sped up + reverb","77232","3"
"Tchakabum","Onda Onda (Olha a Onda)","129272195","1"
"Tchakabum","Onda Onda (Olha a Onda)","129272195","1"
"Tchakabum","Tubarão Te Amo","30542822","2"
"Tchakabum","Explosão","4362859","3"
"Tears For Fears","Everybody Wants To Rule The World","297653961","1"
"Tears For Fears","Shout","168586630","2"
"Tears For Fears","Head Over Heels - Dave Bascombe 7"" N.Mix","85468420","3"
"Tears For Fears","Head Over Heels / Broken","85468420","3"
"Tech N9ne","Face Off","69482261","1"
"Tech N9ne","Am I A Psycho","65803444","2"
"Tech N9ne","Erbody But Me","62859703","3"
"Tego Calderón","Pa' Que Retozen","191290992","1"
"Tego Calderón","Pegaito a la Pared (feat. Plan B) - Remix","21276788","2"
"Tego Calderón","Al Natural (feat. Yandel)","6897640","3"
"Tems","Essence (feat. Tems)","127324120","1"
"Tems","WAIT FOR U (feat. Drake & Tems)","68238387","2"
"Tems","Essence (feat. Justin Bieber & Tems)","33962413","3"
"Teoman","Serseri","29657576","1"
"Teoman","Kupa K?z? Ve Sinek Valesi","26378879","2"
"Teoman","Çoban Y?ld?z?","10667495","3"
"Teto","M4","175728028","1"
"Teto","Fim de Semana no Rio","129336519","2"
"Teto","Poesia Acústica 12 - Pra Sempre","80186964","3"
"Teufelskicker","96 - Tausendundein Tor! - Teil 08","6933","1"
"Teufelskicker","96 - Tausendundein Tor! - Teil 07","3455","2"
"Teufelskicker","96 - Tausendundein Tor! - Teil 06","3455","2"
"Teufelskicker","96 - Tausendundein Tor! - Teil 04","3455","2"
"Teufelskicker","96 - Tausendundein Tor! - Teil 09","3455","2"
"Teufelskicker","96 - Tausendundein Tor! - Teil 05","3455","2"
"Teufelskicker","96 - Tausendundein Tor! - Teil 03","3455","2"
"Teufelskicker","96 - Tausendundein Tor! - Teil 02","3455","2"
"Teufelskicker","96 - Tausendundein Tor! - Teil 01","3455","2"
"Teufelskicker","96 - Tausendundein Tor! - Teil 10","3455","2"
"Thalia","No Me Acuerdo","1415479336","1"
"Thalia","Estoy Enamorado (with Pedro Capó) - Live Version","438759191","2"
"Thalia","No Me Enseñaste","263830207","3"
"Thaman S","Tum Tum (From ""Enemy - Tamil"")","319919998","1"
"Thaman S","Mangalyam","228954841","2"
"Thaman S","Kalaavathi (From ""Sarkaru Vaari Paata"")","70564590","3"
"thasup","s!r! (feat. Lazza & Sfera Ebbasta)","22308917","1"
"thasup","SOLITE PARE (feat. thasup & Sfera Ebbasta)","10835894","2"
"thasup","ch1 5ei te","10684041","3"
"The 1975","Robbers","91654599","1"
"The 1975","Somebody Else","76535974","2"
"The 1975","Love It If We Made It","20050407","3"
"The Alchemist","1985","2775713","1"
"The Alchemist","Something to Rap About (feat. Tyler, The Creator)","2169313","2"
"The Alchemist","E. Coli (feat. Earl Sweatshirt)","1614240","3"
"The All-American Rejects","Gives You Hell","172694146","1"
"The All-American Rejects","Dirty Little Secret","105939318","2"
"The All-American Rejects","Move Along","71392509","3"
"The Animals","It's My Life","19068991","1"
"The Animals","House Of The Rising Sun","6990603","2"
"The Animals","House Of The Rising Sun","6990603","2"
"The Animals","Bring It On Home To Me","6006714","3"
"The Beach Boys","Kokomo","12165679","1"
"The Beach Boys","Good Vibrations - Remastered 2001","6122384","2"
"The Beach Boys","I Get Around (Mono)","3349326","3"
"The Beatles","Let It Be - Remastered 2009","131925109","1"
"The Beatles","Here Comes The Sun - Remastered 2009","114971785","2"
"The Beatles","Something - Remastered 2009","96849734","3"
"The Black Keys","Lonely Boy","146568336","1"
"The Black Keys","Tighten Up","87509756","2"
"The Black Keys","Gold on the Ceiling","81397984","3"
"The Cars","Drive - 2017 Remaster","162469309","1"
"The Cars","You Might Think","18496073","2"
"The Cars","Magic - 2017 Remaster","16506727","3"
"The Chainsmokers","Something Just Like This","2118024518","1"
"The Chainsmokers","Don't Let Me Down","1918194989","2"
"The Chainsmokers","Closer","455914466","3"
"The Chicks","Not Ready to Make Nice","50053250","1"
"The Chicks","Travelin' Soldier","49724135","2"
"The Chicks","Goodbye Earl","41091105","3"
"The Cinematic Orchestra","To Build A Home","89199387","1"
"The Cinematic Orchestra","To Build A Home - Radio Version","89199387","1"
"The Cinematic Orchestra","Arrival of the Birds","51400775","2"
"The Cinematic Orchestra","Transformation","51400775","2"
"The Cinematic Orchestra","To Believe","922380","3"
"The Clash","Rock the Casbah - Remastered","85783705","1"
"The Clash","London Calling - Remastered","51956983","2"
"The Clash","I Fought the Law","25611328","3"
"The Cramps","Human Fly","4846966","1"
"The Cramps","I Can't Hardly Stand It","2361119","2"
"The Cramps","Bikini Girls with Machine Guns","2086338","3"
"The Cranberries","Zombie","1320846701","1"
"The Cranberries","Linger","397420225","2"
"The Cranberries","Dreams","228730676","3"
"The Cure","Boys Don't Cry - Single Version","104414414","1"
"The Cure","Friday I'm in Love","100565466","2"
"The Cure","Just like Heaven","97937375","3"
"The Doobie Brothers","Listen to the Music","24473300","1"
"The Doobie Brothers","Long Train Runnin'","18324711","2"
"The Doobie Brothers","What a Fool Believes","12802696","3"
"The Doors","L.A. Woman","17812619","1"
"The Doors","Love Her Madly","16219050","2"
"The Doors","Touch Me","12481224","3"
"The Fray","How to Save a Life","270553084","1"
"The Fray","You Found Me","132697911","2"
"The Fray","Over My Head (Cable Car)","74876858","3"
"The Game","Hate It Or Love It","288738246","1"
"The Game","My Life","262615253","2"
"The Game","How We Do","196754501","3"
"The Goo Goo Dolls","Iris","404479452","1"
"The Goo Goo Dolls","Slide","40507277","2"
"The Goo Goo Dolls","Name","26846734","3"
"The Jackson 5","I Want You Back","106452620","1"
"The Jackson 5","ABC","47184225","2"
"The Jackson 5","I'll Be There","8736483","3"
"The Kiboomers","The Party Freeze Song","427284198","1"
"The Kiboomers","The Floor is Lava Song for Kids","181162207","2"
"The Kiboomers","Rock a Bye Baby","50031019","3"
"The Kiboomers","Rock a Bye Baby","50031019","3"
"The Kid LAROI","STAY (with Justin Bieber)","681211407","1"
"The Kid LAROI","WITHOUT YOU","111931300","2"
"The Kid LAROI","GO (feat. Juice WRLD)","77453852","3"
"The Killers","Mr. Brightside","507699787","1"
"The Killers","Somebody Told Me","202235570","2"
"The Killers","Human","169015765","3"
"The Kinks","You Really Got Me","26507313","1"
"The Kinks","Waterloo Sunset","12909175","2"
"The Kinks","All Day and All of the Night","8777207","3"
"The Kooks","Bad Habit","93844941","1"
"The Kooks","Naive","89811065","2"
"The Kooks","She Moves In Her Own Way","40016487","3"
"The Living Tombstone","Five Nights at Freddy's","281065138","1"
"The Living Tombstone","It's Been So Long","246692522","2"
"The Living Tombstone","My Ordinary Life","167304474","3"
"The Lumineers","Ho Hey","298552930","1"
"The Lumineers","Ophelia","217403417","2"
"The Lumineers","Sleep On The Floor","199243222","3"
"The Lyndhurst Orchestra","Now We Are Free - From ""Gladiator"" Soundtrack","68211565","1"
"The Lyndhurst Orchestra","Elysium - From ""Gladiator"" Soundtrack","49017269","2"
"The Lyndhurst Orchestra","The Battle","9914343","3"
"The Mamas & The Papas","Straight Shooter","312226510","1"
"The Mamas & The Papas","California Dreamin' - Single Version","312226510","1"
"The Mamas & The Papas","Dream A Little Dream Of Me","312226510","1"
"The Mamas & The Papas","Dedicated To The One I Love","312226510","1"
"The Mamas & The Papas","Monday, Monday - Single Version","312226510","1"
"The Mamas & The Papas","Snowqueen Of Texas","312226510","1"
"The Mamas & The Papas","Blueberries For Breakfast","312226510","1"
"The Mamas & The Papas","Creeque Alley - Single Version","312226510","1"
"The Mamas & The Papas","Twelve Thirty - Single Version","312226510","1"
"The Mamas & The Papas","Go Where You Wanna Go","312226510","1"
"The National","I Need My Girl","16268049","1"
"The National","coney island (feat. The National)","9967596","2"
"The National","Don't Swallow the Cap","9606536","3"
"The Neighbourhood","Sweater Weather","665459628","1"
"The Neighbourhood","The Beach","60928011","2"
"The Neighbourhood","Daddy Issues","58408950","3"
"The Notorious B.I.G.","Big Poppa - 2005 Remaster","401940354","1"
"The Notorious B.I.G.","Nasty Girl (feat. Diddy, Nelly, Jagged Edge & Avery Storm) - 2005 Remaster","121052803","2"
"The Notorious B.I.G.","Hypnotize - 2014 Remaster","89884180","3"
"The Offspring","The Kids Aren't Alright","220366333","1"
"The Offspring","You're Gonna Go Far, Kid","89467105","2"
"The Offspring","Why Don't You Get A Job","85198875","3"
"The Outfield","Your Love","541857220","1"
"The Outfield","All the Love in the World","93702243","2"
"The Outfield","Say It Isn't So","30840638","3"
"The Paper Kites","Bloom - Bonus Track","30781995","1"
"The Paper Kites","Featherstone","12591656","2"
"The Paper Kites","Woodland","4280224","3"
"The Pointer Sisters","Jump (Original Mix)","26675196","1"
"The Pointer Sisters","I'm So Excited","20580617","2"
"The Pointer Sisters","Neutron Dance","7911414","3"
"The Police","Every Breath You Take","1046412529","1"
"The Police","Roxanne","135894788","2"
"The Police","Message In A Bottle","102483523","3"
"The Prodigy","Firestarter","157436348","1"
"The Prodigy","Breathe","81691545","2"
"The Prodigy","No Good (Start the Dance)","49424149","3"
"The Pussycat Dolls","Buttons","719971759","1"
"The Pussycat Dolls","Don't Cha","409900487","2"
"The Pussycat Dolls","When I Grow Up","248906897","3"
"The Rolling Stones","Paint It, Black","434986145","1"
"The Rolling Stones","(I Can't Get No) Satisfaction - Mono Version","142710738","2"
"The Rolling Stones","Gimme Shelter","96605037","3"
"The Ronettes","Sleigh Ride","10483736","1"
"The Ronettes","Walking In the Rain","5962482","2"
"The Ronettes","Baby, I Love You","2320781","3"
"The Score","Unstoppable","125129971","1"
"The Score","Born For This","94007222","2"
"The Score","Stronger","73766853","3"
"The Script","Hall of Fame (feat. will.i.am)","537689060","1"
"The Script","The Man Who Can't Be Moved","353400876","2"
"The Script","Superheroes","226366708","3"
"The Smashing Pumpkins","1979 - Remastered 2012","193978585","1"
"The Smashing Pumpkins","Tonight, Tonight - Remastered 2012","79260633","2"
"The Smashing Pumpkins","Bullet With Butterfly Wings - Remastered 2012","72480710","3"
"The Smiths","This Charming Man - 2011 Remaster","82334090","1"
"The Smiths","Heaven Knows I'm Miserable Now - 2011 Remaster","53211164","2"
"The Smiths","How Soon Is Now? - 2011 Remaster","26514905","3"
"The Strokes","Reptilia","199635338","1"
"The Strokes","You Only Live Once","180049623","2"
"The Strokes","Last Nite","112676932","3"
"The Supremes","You Can't Hurry Love","19435108","1"
"The Supremes","Where Did Our Love Go","14593186","2"
"The Supremes","Come See About Me","9145289","3"
"The Temper Trap","Sweet Disposition","65675453","1"
"The Temper Trap","Love Lost","10242310","2"
"The Temper Trap","Love Lost","10242310","2"
"The Temper Trap","Sweet Disposition (Vintage Culture & Lazy Bear Remix)","7388246","3"
"The Temptations","Papa Was A Rollin' Stone - Single Version","28358767","1"
"The Temptations","My Girl","19234638","2"
"The Temptations","I Wish It Would Rain","15762625","3"
"The Vamps","Somebody To You","247356706","1"
"The Vamps","Oh Cecilia (Breaking My Heart)","100561395","2"
"The Vamps","Can We Dance","91507548","3"
"The Velvet Underground","Pale Blue Eyes","27425008","1"
"The Velvet Underground","After Hours","7931423","2"
"The Velvet Underground","Oh! Sweet Nuthin' - 2015 Remaster","6301625","3"
"The Verve","Bitter Sweet Symphony","879974030","1"
"The Verve","Lucky Man","94080140","2"
"The Verve","The Drugs Don't Work","33859412","3"
"The Walters","I Love You So","16747804","1"
"The Walters","New Girl (Tom's Song)","1449274","2"
"The Walters","Million Little Problems","1438274","3"
"The Weeknd","Starboy","2168809930","1"
"The Weeknd","The Hills","1933920747","2"
"The Weeknd","Save Your Tears","1060159754","3"
"The White Stripes","Seven Nation Army","531538957","1"
"The White Stripes","The Hardest Button to Button","35963789","2"
"The White Stripes","Icky Thump","24628972","3"
"The Who","Won't Get Fooled Again - Original Album Version","15603582","1"
"The Who","Who Are You","12870546","2"
"The Who","I Can't Explain - Stereo Version","12341326","3"
"The Wiggles","Miss Polly Had a Dolly","41901002","1"
"The Wiggles","Do the Propeller!","28891826","2"
"The Wiggles","If You're Happy and You Know It","25273855","3"
"The Wombats","Greek Tragedy","9572607","1"
"The Wombats","Tokyo (Vampires & Wolves)","8546053","2"
"The Wombats","Let's Dance to Joy Division","6531207","3"
"TheFatRat","Unity","240818982","1"
"TheFatRat","Fly Away","189807387","2"
"TheFatRat","Stronger","94193597","3"
"Theory of a Deadman","Rx (Medicate)","144139524","1"
"Theory of a Deadman","Bad Girlfriend","56505841","2"
"Theory of a Deadman","Not Meant to Be","25698575","3"
"Thiaguinho","Ponto Fraco - Ao Vivo","169652822","1"
"Thiaguinho","Deixa Tudo Como Tá - Ao Vivo","102902974","2"
"Thiaguinho","A Fila Anda - Ao Vivo","66453722","3"
"Thin Lizzy","Whiskey In The Jar","6487123","1"
"Thin Lizzy","Dancing In The Moonlight (It's Caught Me In It's Spotlight)","3286771","2"
"Thin Lizzy","Rosalie","3158700","3"
"Third Eye Blind","How's It Going to Be","28089738","1"
"Third Eye Blind","Semi-Charmed Life","26003506","2"
"Third Eye Blind","Jumper - 1998 Edit","12231866","3"
"Thirty Seconds To Mars","The Kill","214430399","1"
"Thirty Seconds To Mars","Closer To The Edge","123905775","2"
"Thirty Seconds To Mars","This Is War","101563917","3"
"Thomas Karallus","Drachenzähmen leicht gemacht - Teil 2","208345","1"
"Thomas Karallus","Drachenzähmen leicht gemacht 3 - Teil 1","62392","2"
"Thomas Karallus","Drachenzähmen leicht gemacht 3 - Teil 4","34850","3"
"Thomas Newman","American Beauty","14217625","1"
"Thomas Newman","Come Back to Us","2293307","2"
"Thomas Newman","1917","2032524","3"
"Thomas Rhett","Die A Happy Man","265398540","1"
"Thomas Rhett","Marry Me","247821183","2"
"Thomas Rhett","Crash and Burn","69617548","3"
"Thousand Foot Krutch","War of Change","64983459","1"
"Thousand Foot Krutch","Courtesy Call","38307505","2"
"Thousand Foot Krutch","Untraveled Road","32458553","3"
"Three 6 Mafia","Stay Fly","63525181","1"
"Three 6 Mafia","Poppin' My Collar (feat. Project Pat)","25981717","2"
"Three 6 Mafia","Sippin On Some Syrup (feat. UGK (Underground Kingz) & Project Pat)","20686352","3"
"Three Days Grace","I Hate Everything About You","337458032","1"
"Three Days Grace","Never Too Late","253953091","2"
"Three Days Grace","Animal I Have Become","200440484","3"
"Thundercat","Cracker Island (feat. Thundercat)","24460373","1"
"Thundercat","Dragonball Durag","23063028","2"
"Thundercat","After Last Night (with Thundercat & Bootsy Collins)","21483824","3"
"ThxSoMch","SPIT IN MY FACE!","3183431","1"
"ThxSoMch","Keep It Tucked","573552","2"
"ThxSoMch","Imperfect Girl","181330","3"
"Tiago PZK","Entre Nosotros","328226636","1"
"Tiago PZK","Entre Nosotros (Remix) [con Nicki Nicole]","306858469","2"
"Tiago PZK","Tiago PZK: Bzrp Music Sessions, Vol. 48","175403849","3"
"Tiakola","Gasolina (feat. Rsko)","31573842","1"
"Tiakola","Mapessa (feat. Tiakola)","19011067","2"
"Tiakola","La clé","15281835","3"
"Tiësto","Don't Be Shy","329901294","1"
"Tiësto","The Business","236818708","2"
"Tiësto","The Motto","124255684","3"
"Tim McGraw","Humble And Kind","139768480","1"
"Tim McGraw","Highway Don't Care","72092563","2"
"Tim McGraw","It's Your Love","35110449","3"
"Timbaland","Apologize","527260553","1"
"Timbaland","The Way I Are","498438451","2"
"Timbaland","Carry Out (Featuring Justin Timberlake)","193799855","3"
"Timbiriche","Tú Y Yo Somos Uno Mismo","2399277","1"
"Timbiriche","Con Todos Menos Conmigo","782820","2"
"Timbiriche","No Seas Tan Cruel","439127","3"
"Timmy Trumpet","Freaks - Radio Edit","90038117","1"
"Timmy Trumpet","Narco","47264213","2"
"Timmy Trumpet","Party Till We Die (feat. Andrew W.K.)","16601742","3"
"Tina Turner","What's Love Got to Do with It","183604946","1"
"Tina Turner","What's Love Got to Do with It - 2015 Remaster","183604946","1"
"Tina Turner","The Best - Edit","158657034","2"
"Tina Turner","The Best","158657034","2"
"Tina Turner","Proud Mary","44044732","3"
"Tinashe","2 On (feat. ScHoolboy Q)","210063144","1"
"Tinashe","All My Friends (feat. Tinashe & Chance the Rapper)","66704038","2"
"Tinashe","Throw A Fit","11840864","3"
"TINI","Miénteme","481638253","1"
"TINI","Consejo de Amor (feat. Morat)","259766134","2"
"TINI","Bar","228958649","3"
"Tion Wayne","Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]","111170845","1"
"Tion Wayne","Keisha & Becky - Remix","86177582","2"
"Tion Wayne","Body (Remix) [feat. Capo Plaza & Rondodasosa]","82783226","3"
"Tito ""El Bambino""","A Que No Te Atreves","101545126","1"
"Tito ""El Bambino""","Ay Mami (La Sociedad Del Dinero) [Millionaire Trap]","92112976","2"
"Tito ""El Bambino""","¿Por Qué Les Mientes?","57505368","3"
"Tiziano Ferro","La Differenza Tra Me E Te","62128238","1"
"Tiziano Ferro","Il Regalo Più Grande","53613716","2"
"Tiziano Ferro","El Regalo Mas Grande","53613716","2"
"Tiziano Ferro","Alucinado","20030638","3"
"TKKG","225 - Tanz mit der Giftschlange - Teil 01","642496","1"
"TKKG","225 - Tanz mit der Giftschlange - Teil 06","210316","2"
"TKKG","225 - Tanz mit der Giftschlange - Teil 07","210316","2"
"TKKG","225 - Tanz mit der Giftschlange - Teil 09","210316","2"
"TKKG","225 - Tanz mit der Giftschlange - Teil 10","210316","2"
"TKKG","225 - Tanz mit der Giftschlange - Teil 03","210316","2"
"TKKG","225 - Tanz mit der Giftschlange - Teil 08","210316","2"
"TKKG","225 - Tanz mit der Giftschlange - Teil 05","1628","3"
"TKKG","225 - Tanz mit der Giftschlange - Teil 04","1628","3"
"TLC","No Scrubs","353863032","1"
"TLC","Waterfalls - Single Edit","141317839","2"
"TLC","Waterfalls","141317839","2"
"TLC","Creep","111070290","3"
"Toby Fox","MEGALOVANIA","95328233","1"
"Toby Fox","Death By Glamour","22699652","2"
"Toby Fox","BIG SHOT","19010689","3"
"Toby Keith","As Good As I Once Was","126505822","1"
"Toby Keith","I Love This Bar","98191184","2"
"Toby Keith","Red Solo Cup","66063799","3"
"TobyMac","I just need U.","80001378","1"
"TobyMac","Speak Life","46695991","2"
"TobyMac","Lights Shine Bright","31262672","3"
"Tom Grennan","Little Bit of Love","44712878","1"
"Tom Grennan","By Your Side (feat. Tom Grennan)","22364320","2"
"Tom Grennan","Found What I've Been Looking For","15869596","3"
"Tom Jones","Sexbomb","18198683","1"
"Tom Jones","Delilah","11230181","2"
"Tom Jones","Burning Down The House","6666475","3"
"Tom Morello","This Train is Bound for Glory","7140612","1"
"Tom Morello","GOSSIP (feat. Tom Morello)","4371473","2"
"Tom Morello","Let’s Get The Party Started (feat. Bring Me The Horizon)","2326310","3"
"Tom Odell","Another Love","631458357","1"
"Tom Odell","Another Love - Zwette Edit","588502182","2"
"Tom Odell","Can't Pretend","30490640","3"
"Tom Petty","Free Fallin'","104263622","1"
"Tom Petty","You Don't Know How It Feels","52115785","2"
"Tom Petty","I Won't Back Down","40914230","3"
"Tom Petty and the Heartbreakers","Learning To Fly","68538410","1"
"Tom Petty and the Heartbreakers","Mary Jane's Last Dance","43989902","2"
"Tom Petty and the Heartbreakers","Don't Come Around Here No More","29986825","3"
"Tom Rosenthal","Go Solo","38261872","1"
"Tom Rosenthal","It's Ok - Acoustic","18012074","2"
"Tom Rosenthal","It's Ok","18012074","2"
"Tom Rosenthal","To You Alone","3172780","3"
"Tommee Profitt","In The End","960017532","1"
"Tommee Profitt","In The End - Mellen Gi Remix","55341843","2"
"Tommee Profitt","Enemy","20951293","3"
"TOMORROW X TOGETHER","0X1=LOVESONG (I Know I Love You) feat. Seori","87324773","1"
"TOMORROW X TOGETHER","LO$ER=LO?ER","81418328","2"
"TOMORROW X TOGETHER","Good Boy Gone Bad","65208351","3"
"Toni Braxton","Un-Break My Heart","704688002","1"
"Toni Braxton","Just Be A Man About It","150665707","2"
"Toni Braxton","He Wasn't Man Enough","115565896","3"
"Tony Aguirre","El Gavilán","40236793","1"
"Tony Aguirre","Ciudad Guzmán","10410008","2"
"Tony Aguirre","Sigo Aqui","4592973","3"
"Tony Bennett","Body and Soul","45775892","1"
"Tony Bennett","The Way You Look Tonight","3931272","2"
"Tony Bennett","(I Left My Heart) In San Francisco","2824127","3"
"Tony Dize","El Doctorado","231604830","1"
"Tony Dize","Permitame","126596904","2"
"Tony Dize","Prometo Olvidarte","96037217","3"
"Too $hort","Blow the Whistle","55688289","1"
"Too $hort","The Ghetto","33688920","2"
"Too $hort","Ain't My Girlfriend (feat. Ty Dolla $ign, French Montana, Joyner Lucas & Jeremih)","30596213","3"
"TOOL","Sober","48632483","1"
"TOOL","Schism","45484337","2"
"TOOL","The Pot","35072600","3"
"Topic","Breaking Me","221121368","1"
"Topic","Your Love (9PM)","27148947","2"
"Topic","Drive (feat. Wes Nelson)","19939648","3"
"Tory Lanez","Say It","294691541","1"
"Tory Lanez","WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix","256025742","2"
"Tory Lanez","The Take (feat. Chris Brown)","58687130","3"
"TOTO","Africa","837316595","1"
"TOTO","Hold the Line","215476139","2"
"TOTO","Rosanna","115729384","3"
"Tove Lo","Habits (Stay High) - Hippie Sabotage Remix","1012195643","1"
"Tove Lo","Habits (Stay High)","1012195643","1"
"Tove Lo","Talking Body","183396632","2"
"Tove Lo","Cool Girl","71133930","3"
"Tracy Chapman","Fast Car","59983733","1"
"Tracy Chapman","Give Me One Reason","46293956","2"
"Tracy Chapman","Baby, can I hold you tonight","42059758","3"
"Tracy Chapman","Baby Can I Hold You","42059758","3"
"Traditional","Carmina Burana: O Fortuna","31143974","1"
"Traditional","Kanha Re","11684286","2"
"Traditional","Il est né, le divin enfant","131403","3"
"Train","Hey, Soul Sister","322807655","1"
"Train","Drops of Jupiter (Tell Me)","276766622","2"
"Train","Drive By","188814782","3"
"Travis Barker","I Think I'm OKAY (with YUNGBLUD & Travis Barker)","111975432","1"
"Travis Barker","Misery Business","24422163","2"
"Travis Barker","t r a n s p a r e n t s o u l feat. Travis Barker","12209111","3"
"Travis Scott","SICKO MODE","1073868016","1"
"Travis Scott","goosebumps","844013373","2"
"Travis Scott","HIGHEST IN THE ROOM","559940711","3"
"Travis Tritt","Anymore","38724837","1"
"Travis Tritt","Here's a Quarter (Call Someone Who Cares)","9432107","2"
"Travis Tritt","Modern Day Bonnie and Clyde","8529324","3"
"Trey Songz","Na Na","305771662","1"
"Trey Songz","Slow Motion","200269809","2"
"Trey Songz","Bottoms Up (feat. Nicki Minaj)","130993957","3"
"Tribo da Periferia","Imprevisível","521338200","1"
"Tribo da Periferia","Alma de Pipa","262214968","2"
"Tribo da Periferia","Nosso Plano","208295056","3"
"Trippie Redd","1400 / 999 Freestyle","82594982","1"
"Trippie Redd","The Grinch","43673218","2"
"Trippie Redd","Miss The Rage (feat. Playboi Carti)","25471236","3"
"Troye Sivan","There for You","352296212","1"
"Troye Sivan","Dance To This (feat. Ariana Grande)","205497670","2"
"Troye Sivan","YOUTH","180775404","3"
"Trueno","Mamichula - con Nicki Nicole","383333303","1"
"Trueno","Trueno: Bzrp Freestyle Sessions, Vol. 6","235764098","2"
"Trueno","Salimo de Noche","153931961","3"
"Tulsi Kumar","Lagdi Lahore Di (From ""Street Dancer 3D"")","436536961","1"
"Tulsi Kumar","Paniyon Sa","276040511","2"
"Tulsi Kumar","Soch Na Sake","199014080","3"
"Tulus","Monokrom","82362244","1"
"Tulus","Pamit","71473618","2"
"Tulus","1000 Tahun Lamanya","42602964","3"
"Turma do Pagode","Lancinho - Ao Vivo","255494481","1"
"Turma do Pagode","Deixa em Off - Ao Vivo","207867717","2"
"Turma do Pagode","Camisa 10 (Ao Vivo)","165489013","3"
"TV Girl","Lovers Rock","1439897","1"
"TV Girl","Birds Dont Sing","176874","2"
"TV Girl","Loving Machine","86056","3"
"Twenty One Pilots","Stressed Out","2621773189","1"
"Twenty One Pilots","Heathens","1987866504","2"
"Twenty One Pilots","Ride","1355366324","3"
"TWICE","What is Love","697538531","1"
"TWICE","FANCY","565262008","2"
"TWICE","I CAN'T STOP ME","477671640","3"
"Twista","Hope","23448986","1"
"Twista","Adrenaline Rush","23400485","2"
"Twista","Slow Jamz","22584289","3"
"Twista","Slow Jamz (feat. Kanye West & Jamie Foxx)","22584289","3"
"Two Door Cinema Club","What You Know","114577984","1"
"Two Door Cinema Club","Undercover Martyn","40991527","2"
"Two Door Cinema Club","Sun","21670985","3"
"Two Feet","Go Fuck Yourself","476520655","1"
"Two Feet","I Feel Like I'm Drowning","134025004","2"
"Two Feet","Twisted","22808384","3"
"Ty Dolla $ign","Swalla (feat. Nicki Minaj & Ty Dolla $ign)","1720801320","1"
"Ty Dolla $ign","Or Nah (feat. The Weeknd, Wiz Khalifa & DJ Mustard) - Remix","679620862","2"
"Ty Dolla $ign","OTW","229345254","3"
"Tyga","Taste (feat. Offset)","1404098315","1"
"Tyga","Loco Contigo (feat. J. Balvin & Tyga)","447678909","2"
"Tyga","Ayo","335979832","3"
"Tyler Childers","Whitehouse Road","53866517","1"
"Tyler Childers","Nose On The Grindstone (OurVinyl Sessions)","35403107","2"
"Tyler Childers","Feathered Indians","33144074","3"
"Tyler, The Creator","EARFQUAKE","129012852","1"
"Tyler, The Creator","See You Again (feat. Kali Uchis)","92712467","2"
"Tyler, The Creator","She","78486528","3"
"Tz da Coronel","Poesia Acústica 13","87295174","1"
"Tz da Coronel","ESSÊNCIA DE CRIA","74623030","2"
"Tz da Coronel","Vizão de Cria 2","54275792","3"
"U2","Beautiful Day","177102206","1"
"U2","I Still Haven't Found What I'm Looking For","169626279","2"
"U2","One","144625593","3"
"UB40","Red Red Wine","183519276","1"
"UB40","Red Red Wine","183519276","1"
"UB40","(I Can't Help) Falling In Love With You","75136158","2"
"UB40","Here I Am (Come And Take Me)","70850118","3"
"Udit Narayan","Bole Chudiyan","763521214","1"
"Udit Narayan","Tip Tip (From ""Sooryavanshi"")","311889210","2"
"Udit Narayan","Aankhein Khuli","287990560","3"
"Udo Lindenberg","Durch die schweren Zeiten","11803910","1"
"Udo Lindenberg","Reeperbahn","5239659","2"
"Udo Lindenberg","Komet","4479509","3"
"Ufo361","Scheiß auf eure Party","34762904","1"
"Ufo361","Emotions","16485550","2"
"Ufo361","Fendi Drip","15296752","3"
